Date,ABL,ACI,ALW,AADs,AGA,AYRTN,BOPP,CAL,CMLT,CFAO,CLYD,CPC,EGH,ETI,EGL,FML,GCB,GOIL,GSR,GWEB,GGBL,HFC,MLC,PKL,PBC,PZC,SWL,SG-SSB,SIC,SCB,SPL,TOTAL,TRANSOL,TBL ,TLW,UNIL,UTB,MAC,ADB,ACCESS,MTN,DASPHARMA
22/04/2015,,0.02,0.04,0.52,37,0.18,5,1,0.12,,0.03,0.02,7.97,0.3,1.65,5.3,5.35,1.12,2.34,0.03,3.2,1.55,0.2,0.06,0.12,0.24,0.04,0.93,0.2,20.27,0.02,6.15,0.03,0.24,34.94,7.5,0.18,4.5,,,,
23/04/2015,,0.02,0.04,0.52,37,0.18,5,1.01,0.12,,0.03,0.02,7.97,0.3,1.65,5.3,5.35,1.12,2.34,0.03,3.2,1.67,0.2,0.06,0.12,0.24,0.04,0.94,0.2,20.27,0.02,6.15,0.03,0.24,34.94,7.5,0.18,4.5,,,,
24/04/2015,,0.02,0.04,0.52,37,0.18,5,1.01,0.12,,0.03,0.02,7.98,0.3,1.65,5.3,5.35,1.15,2.34,0.03,3.2,1.67,0.2,0.06,0.12,0.24,0.04,0.94,0.2,20.3,0.02,6.15,0.03,0.24,34.94,7.5,0.18,5,,,,
27/04/2015,,0.02,0.04,0.52,37,0.18,5,1.02,0.12,,0.03,0.02,7.98,0.29,1.65,5.3,5.35,1.15,2.34,0.03,3.2,1.7,0.2,0.06,0.12,0.24,0.04,0.94,0.2,20.3,0.02,6.14,0.03,0.24,34.94,7.5,0.18,5.5,,,,
28/04/2015,,0.02,0.04,0.52,37,0.18,5,1.03,0.12,,0.03,0.01,7.98,0.3,1.65,5.3,5.35,1.15,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.95,0.2,20.31,0.02,6.14,0.03,0.24,34.94,7.5,0.17,5.5,,,,
29/04/2015,,0.02,0.04,0.52,37,0.18,5,1.04,0.12,,0.03,0.01,7.98,0.3,1.65,5.3,5.38,1.2,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.97,0.2,20.31,0.02,6.14,0.03,0.24,33,7.5,0.17,5.5,,,,
30/04/2015,,0.02,0.04,0.52,37,0.18,5,1.04,0.12,,0.03,0.01,8,0.3,1.65,5.3,5.39,1.2,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,1,0.2,20.31,0.02,6.14,0.03,0.24,33,7.5,0.18,5.5,,,,
04/05/2015,,0.02,0.04,0.52,37,0.18,5,1.04,0.12,,0.03,0.01,8,0.3,1.65,5.3,5.39,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.98,0.2,20.3,0.02,6.14,0.03,0.24,33,7.5,0.18,5.5,,,,
05/05/2015,,0.02,0.04,0.52,37,0.18,5,1.04,0.12,,0.03,0.01,8,0.3,1.65,5.3,5.39,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.98,0.2,20.3,0.02,6.14,0.03,0.24,33,7.5,0.18,5.5,,,,
06/05/2015,,0.02,0.04,0.52,37,0.18,5,1.04,0.12,,0.03,0.01,8,0.32,1.65,5.3,5.38,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.98,0.2,20.29,0.02,6.14,0.03,0.24,33,7.5,0.17,5.5,,,,
07/05/2015,,0.02,0.04,0.52,37,0.18,5,1.06,0.12,,0.03,0.01,8.01,0.3,1.65,5.3,5.37,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.93,0.2,20.29,0.02,6.13,0.03,0.24,33,7.31,0.17,5.5,,,,
08/05/2015,,0.02,0.04,0.52,37,0.18,5,1.06,0.12,,0.03,0.01,8.01,0.3,1.65,5.3,5.35,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.93,0.2,20.29,0.02,5.3,0.03,0.24,33,7.31,0.17,5.5,,,,
11/05/2015,,0.02,0.04,0.52,37,0.18,5,1.06,0.12,,0.03,0.02,8.02,0.32,1.65,5.3,5.35,1.22,2.34,0.03,3.2,1.71,0.2,0.06,0.12,0.24,0.04,0.94,0.2,20.29,0.02,5.3,0.03,0.24,33,7.5,0.17,5.5,,,,
12/05/2015,,0.02,0.04,0.52,37,0.18,5.01,1.06,0.12,,0.03,0.02,8.02,0.33,1.6,5.3,5.34,1.22,2.34,0.03,3.2,1.71,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.29,0.02,5.3,0.03,0.24,33,7.5,0.17,5.5,,,,
13/05/2015,,0.02,0.04,0.52,37,0.18,5.01,1.08,0.12,,0.03,0.02,8.02,0.33,1.65,5.32,5.35,1.22,2.34,0.03,3.2,1.72,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.29,0.02,6,0.03,0.24,33,7.5,0.18,5.5,,,,
14/05/2015,,0.02,0.04,0.52,37,0.18,5.01,1.08,0.12,,0.03,0.02,8.02,0.33,1.65,5.32,5.35,1.22,2.34,0.03,3.2,1.72,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.29,0.02,6,0.03,0.24,33,7.5,0.18,5.5,,,,
15/05/2015,,0.02,0.04,0.52,37,0.18,5.01,1.08,0.12,,0.03,0.02,8.1,0.34,1.65,5.32,5.3,1.21,2.34,0.03,3.2,1.72,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.27,0.02,5.94,0.03,0.24,33,7.5,0.18,5.5,,,,
18/05/2015,,0.02,0.04,0.52,37,0.18,5.01,1.08,0.12,,0.03,0.02,8.1,0.36,1.65,5.32,5.3,1.2,2.34,0.03,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.27,0.02,5.94,0.03,0.24,33,7.5,0.18,5.5,,,,
19/05/2015,,0.02,0.05,0.52,37,0.18,5,1.08,0.12,,0.03,0.02,8.11,0.36,1.65,5.33,5.24,1.19,2.34,0.03,3.2,1.69,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.26,0.02,5.94,0.03,0.24,33,7.5,0.17,5.5,,,,
20/05/2015,,0.02,0.05,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,8.2,0.36,1.65,5.33,5.23,1.19,2.34,0.03,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.26,0.02,5.94,0.03,0.24,33,7.5,0.17,5.5,,,,
21/05/2015,,0.02,0.05,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,8.62,0.36,1.65,5.33,5.21,1.19,2.34,0.02,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.2,0.02,5.94,0.03,0.24,33,7.5,0.17,5.5,,,,
22/05/2015,,0.02,0.05,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9,0.36,1.8,5.33,5.19,1.2,2.34,0.02,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.2,0.02,5.92,0.03,0.24,33,7.5,0.17,5.5,,,,
26/05/2015,,0.02,0.06,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9,0.36,1.8,5.37,5.19,1.2,2.34,0.02,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.2,0.02,5.92,0.03,0.24,33,7.5,0.17,5.5,,,,
27/05/2015,,0.02,0.07,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9,0.36,1.8,5.37,5.16,1.2,2.34,0.02,3.2,1.7,0.18,0.06,0.12,0.24,0.04,0.94,0.2,20.2,0.02,5.92,0.03,0.24,33,7.5,0.17,5.5,,,,
28/05/2015,,0.02,0.07,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9.02,0.36,1.8,5.37,5.14,1.22,2.34,0.02,3.2,1.7,0.18,0.05,0.12,0.24,0.04,0.95,0.2,20.12,0.03,5.92,0.03,0.24,33,7.5,0.18,5.5,,,,
29/05/2015,,0.02,0.07,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9.03,0.36,1.8,5.54,5.04,1.22,2.34,0.02,3.2,1.72,0.19,0.05,0.12,0.24,0.04,0.95,0.2,20.12,0.04,5.92,0.03,0.24,33,7.52,0.17,5.5,,,,
01/06/2015,,0.02,0.06,0.52,37,0.18,5,1.08,0.12,,0.03,0.01,9.03,0.36,1.65,5.55,5,1.22,2.34,0.02,3.2,1.72,0.19,0.05,0.12,0.24,0.04,0.95,0.2,20.12,0.04,5.92,0.03,0.24,33,7.52,0.17,5.5,,,,
02/06/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.57,4.98,1.22,2.34,0.02,3.2,1.72,0.19,0.05,0.12,0.24,0.04,0.95,0.2,20,0.03,5.92,0.03,0.24,33,7.52,0.17,5.5,,,,
03/06/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.91,1.22,2.34,0.02,3.19,1.72,0.19,0.05,0.12,0.24,0.04,0.95,0.2,20,0.03,5.92,0.03,0.27,33,7.52,0.17,5.5,,,,
04/06/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.9,1.25,2.34,0.02,3.19,1.72,0.19,0.05,0.12,0.24,0.04,0.95,0.2,20,0.04,5.92,0.03,0.27,33,7.52,0.17,5.5,,,,
05/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.9,1.25,2.34,0.02,3.19,1.72,0.2,0.05,0.12,0.24,0.04,0.97,0.2,20,0.04,5.92,0.03,0.3,33,7.52,0.17,5.5,,,,
08/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.9,1.28,1.99,0.02,3.19,1.72,0.17,0.05,0.12,0.25,0.04,1.02,0.2,20,0.04,5.9,0.03,0.3,33,7.52,0.17,5.5,,,,
09/06/2015,,0.02,0.06,0.52,37,0.18,4.92,1.1,0.12,,0.03,0.01,9.21,0.37,1.74,5.6,4.9,1.39,1.99,0.02,3.19,1.72,0.19,0.05,0.12,0.25,0.04,1.05,0.2,20,0.03,5.9,0.03,0.3,33,7.52,0.17,5.5,,,,
10/06/2015,,0.02,0.06,0.52,37,0.18,4.92,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.9,1.4,1.99,0.02,3.19,1.72,0.17,0.05,0.12,0.28,0.04,1.05,0.2,20,0.03,5.9,0.03,0.3,33,7.52,0.17,5.5,,,,
11/06/2015,,0.02,0.06,0.52,37,0.18,4.92,1.1,0.12,,0.03,0.01,9.21,0.36,1.74,5.6,4.9,1.4,1.99,0.02,3.19,1.72,0.17,0.05,0.12,0.28,0.04,1.05,0.2,19,0.03,5.9,0.03,0.3,33,7.52,0.18,5.5,,,,
12/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.19,0.37,1.78,5.6,4.9,1.43,1.99,0.02,3.19,1.72,0.17,0.05,0.12,0.28,0.04,1.05,0.21,19,0.03,5.33,0.03,0.3,33,7.55,0.19,5.5,,,,
15/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.19,0.37,1.9,5.6,4.9,1.43,1.99,0.02,3.19,1.72,0.17,0.05,0.12,0.28,0.04,1.05,0.21,19,0.03,5.33,0.03,0.34,33,7.55,0.19,5.5,,,,
16/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.12,0.37,1.9,5.6,4.9,1.44,1.99,0.02,3.15,1.72,0.17,0.05,0.12,0.32,0.04,1.05,0.21,19,0.04,5.33,0.03,0.34,33,7.55,0.19,5.5,,,,
17/06/2015,,0.02,0.07,0.52,37,0.18,5,1.12,0.12,,0.03,0.01,9.12,0.37,1.9,5.6,4.9,1.4,1.99,0.02,3.15,1.72,0.18,0.05,0.12,0.35,0.04,1.05,0.21,20,0.04,5.3,0.03,0.34,33,7.52,0.19,5.5,,,,
18/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.01,9.12,0.37,1.9,5.6,4.85,1.41,1.99,0.02,3.15,1.72,0.18,0.05,0.12,0.35,0.04,1.05,0.21,19.98,0.04,5.3,0.03,0.34,33,7.52,0.19,5.5,,,,
19/06/2015,,0.02,0.07,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,9.08,0.37,1.9,5.6,4.85,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.35,0.04,0.91,0.21,19.98,0.04,5.3,0.03,0.34,33,7.52,0.19,5.5,,,,
22/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9.07,0.37,1.9,5.6,4.85,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.35,0.04,0.9,0.21,19.98,0.04,5.3,0.03,0.34,33,7.53,0.18,5.5,,,,
23/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9.05,0.37,1.9,5.75,4.89,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.98,0.04,5.3,0.03,0.35,33,7.53,0.19,5.5,,,,
24/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9.05,0.37,1.9,5.75,4.89,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.95,0.03,5.3,0.03,0.35,33,7.53,0.18,5.5,,,,
25/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9.04,0.37,1.95,5.75,4.9,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.94,0.03,5.3,0.03,0.35,33,7.53,0.18,5.5,,,,
26/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9,0.37,1.95,5.75,4.9,1.41,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.94,0.03,5.3,0.03,0.35,33,7.53,0.19,5.5,,,,
29/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,9,0.37,1.95,5.75,4.9,1.45,1.99,0.02,3.15,1.72,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.94,0.03,5.3,0.03,0.35,33,7.53,0.19,5.5,,,,
30/06/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,8.81,0.37,1.95,5.75,4.89,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.94,0.03,5.3,0.03,0.35,33,7.53,0.17,5.5,,,,
02/07/2015,,0.02,0.06,0.52,37,0.17,5,1.1,0.12,,0.03,0.02,8.8,0.37,1.95,5.75,4.89,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.52,0.03,5.3,0.03,0.35,33,7.53,0.17,5.5,,,,
03/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.8,0.37,1.95,5.75,4.84,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.19,19.52,0.03,5.3,0.03,0.35,33,7.53,0.18,5.5,,,,
06/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.8,0.37,1.95,5.75,4.81,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.18,19.94,0.03,5.3,0.03,0.35,33,7.53,0.18,5.5,,,,
07/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.79,0.37,1.95,5.76,4.8,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.15,19.94,0.03,5.3,0.03,0.35,33,7.53,0.18,5.5,,,,
08/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.6,0.37,1.95,5.76,4.8,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.17,19.84,0.03,5.46,0.03,0.35,33,7.53,0.17,5.5,,,,
09/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.6,0.37,1.95,5.76,4.75,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.17,19.84,0.03,5.3,0.03,0.35,33,7.52,0.17,5.5,,,,
10/07/2015,,0.02,0.06,0.52,37,0.18,5,1.1,0.12,,0.03,0.02,8.6,0.38,1.95,5.76,4.75,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.91,0.17,19.84,0.03,5.3,0.03,0.35,33,7.52,0.17,5.5,,,,
13/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.1,0.12,,0.03,0.02,8.6,0.38,1.95,5.76,4.75,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.17,19.84,0.04,5.3,0.03,0.35,33,7.52,0.17,5.5,,,,
14/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.1,0.12,,0.03,0.02,8.6,0.36,1.96,5.76,4.74,1.45,1.99,0.02,3.15,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.17,19.82,0.04,5.31,0.03,0.35,33,7.52,0.17,5.5,,,,
15/07/2015,,0.02,0.06,0.52,37,0.18,4.29,1.1,0.12,,0.03,0.02,8.4,0.36,1.96,5.76,4.73,1.45,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.17,19.82,0.04,5.3,0.03,0.35,33,7.52,0.17,5.5,,,,
16/07/2015,,0.02,0.06,0.52,37,0.18,4.29,1.1,0.12,,0.03,0.02,8.39,0.34,1.96,5.76,4.73,1.49,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.17,19.82,0.04,5.31,0.03,0.35,33,7.52,0.17,5.5,,,,
17/07/2015,,0.02,0.06,0.52,37,0.18,4.29,1.1,0.12,,0.03,0.02,8.39,0.34,1.95,5.76,4.73,1.5,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.17,19.56,0.04,5.31,0.03,0.35,33,7.53,0.17,5.5,,,,
21/07/2015,,0.02,0.06,0.52,37,0.18,4.29,1.1,0.12,,0.03,0.02,8.2,0.34,1.95,5.76,4.7,1.5,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.15,19.4,0.04,5.31,0.03,0.35,33,7.53,0.17,5.5,,,,
22/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.1,0.12,,0.03,0.02,8.01,0.33,1.95,5.76,4.6,1.51,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.15,19.39,0.04,5.3,0.03,0.35,33,7.3,0.17,5.5,,,,
23/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.1,0.12,,0.03,0.02,8.49,0.33,1.95,5.76,4.55,1.51,1.99,0.02,2.75,1.6,0.17,0.05,0.11,0.36,0.04,0.92,0.15,19.4,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
24/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.1,0.12,,0.03,0.02,8.48,0.33,1.96,5.8,4.55,1.51,1.99,0.02,2.75,1.6,0.17,0.05,0.12,0.36,0.04,0.92,0.15,19.4,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
27/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.08,0.12,,0.03,0.02,8.48,0.32,1.96,5.8,4.55,1.51,1.99,0.02,2.75,1.6,0.17,0.05,0.12,0.36,0.04,0.91,0.17,19.28,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
28/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.06,0.12,,0.03,0.02,8.44,0.32,1.96,5.8,4.52,1.52,1.99,0.02,2.75,1.6,0.17,0.05,0.12,0.36,0.04,0.9,0.17,19.15,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
29/07/2015,,0.02,0.06,0.52,37,0.18,4.25,1.06,0.12,,0.03,0.02,8.44,0.31,1.96,5.8,4.51,1.53,1.99,0.02,2.75,1.6,0.17,0.05,0.12,0.36,0.04,0.9,0.15,19.14,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
30/07/2015,,0.02,0.06,0.52,37,0.18,4.2,1.04,0.12,,0.03,0.02,8.2,0.3,1.96,5.8,4.41,1.54,1.99,0.02,2.75,1.6,0.17,0.05,0.12,0.36,0.04,0.9,0.15,19.1,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
31/07/2015,,0.02,0.06,0.52,37,0.18,4.2,1.03,0.12,,0.03,0.02,8.2,0.3,1.96,5.82,4.41,1.57,1.99,0.02,2.75,1.4,0.17,0.05,0.12,0.36,0.04,0.78,0.15,19,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
03/08/2015,,0.02,0.06,0.52,37,0.18,4.2,1.02,0.12,,0.03,0.02,8.15,0.3,1.97,5.82,4.4,1.58,1.99,0.02,2.75,1.4,0.17,0.05,0.12,0.36,0.04,0.78,0.15,19,0.04,5.3,0.03,0.35,33,7.3,0.16,5.5,,,,
04/08/2015,,0.02,0.06,0.52,37,0.18,4.2,1,0.12,,0.03,0.02,8.15,0.3,2,5.82,4.2,1.58,1.99,0.02,2.75,1.4,0.17,0.05,0.12,0.36,0.04,0.78,0.15,18.98,0.04,5.3,0.03,0.32,33,7.3,0.15,5.5,,,,
05/08/2015,,0.02,0.06,0.52,37,0.18,4.2,1,0.12,,0.03,0.02,8.14,0.3,2,5.83,4.2,1.58,1.99,0.02,2.74,1.4,0.17,0.05,0.12,0.36,0.04,0.78,0.15,18.94,0.04,5.3,0.03,0.32,33,7.3,0.15,5.5,,,,
06/08/2015,,0.02,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.14,0.3,2,5.83,4.15,1.61,1.99,0.02,2.74,1.4,0.17,0.05,0.12,0.35,0.04,0.78,0.15,18.8,0.04,5.35,0.03,0.32,33,7.3,0.15,5.5,,,,
07/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.14,0.3,2,5.85,4.15,1.61,1.99,0.02,2.74,1.4,0.17,0.05,0.12,0.35,0.04,0.78,0.15,18.79,0.03,5.35,0.03,0.32,33,7.3,0.15,5.5,,,,
10/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.14,0.3,2,5.86,4.15,1.63,1.99,0.02,2.74,1.25,0.17,0.05,0.12,0.35,0.04,0.8,0.16,18.78,0.03,5.35,0.03,0.32,33,7.35,0.15,5.5,,,,
11/08/2015,,0.01,0.06,0.52,37,0.18,4.2,1,0.12,,0.03,0.02,8.06,0.3,2.02,5.86,4.14,1.64,1.99,0.02,2.74,1.25,0.17,0.05,0.12,0.34,0.04,0.8,0.16,18.78,0.03,5.4,0.03,0.32,33,7.35,0.15,5.5,,,,
12/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.14,0.3,2.02,5.9,4.14,1.66,1.99,0.02,2.74,1.25,0.17,0.05,0.12,0.34,0.04,0.85,0.16,18.58,0.03,5.4,0.03,0.32,33,7.35,0.14,5.5,,,,
13/08/2015,,0.01,0.06,0.52,37,0.18,4.2,1,0.12,,0.03,0.02,8.14,0.3,2.02,5.9,4.14,1.69,1.99,0.02,2.74,1.25,0.17,0.05,0.12,0.34,0.04,0.86,0.16,18.29,0.03,5.4,0.03,0.32,33,7.35,0.14,5.5,,,,
14/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.1,0.3,2.02,5.91,4.13,1.69,1.99,0.02,2.74,1.25,0.17,0.05,0.12,0.34,0.04,0.85,0.17,17.53,0.03,5.4,0.03,0.32,33,7.36,0.14,5.5,,,,
17/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.1,0.3,2.02,5.92,4.13,1.72,1.99,0.02,2.74,1.3,0.17,0.05,0.12,0.34,0.04,0.9,0.17,17.53,0.03,5.4,0.03,0.32,32.99,7.38,0.14,5.5,,,,
18/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.13,0.3,2.02,5.92,4.13,1.76,1.99,0.02,2.74,1.3,0.17,0.05,0.12,0.34,0.04,0.9,0.17,17.31,0.03,5.4,0.03,0.32,32.99,7.38,0.14,5.5,,,,
19/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.99,0.12,,0.03,0.02,8.13,0.3,2.02,5.93,4.11,1.78,1.99,0.02,2.74,1.3,0.17,0.05,0.12,0.34,0.04,0.9,0.17,17.31,0.03,5.4,0.03,0.32,32.99,7.38,0.14,5.5,,,,
20/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.98,0.12,,0.03,0.02,8.03,0.31,2.02,5.93,4.09,1.8,1.99,0.02,2.74,1.3,0.17,0.05,0.12,0.34,0.04,0.91,0.17,17.14,0.03,5.4,0.03,0.32,32.99,7.38,0.13,5.5,,,,
21/08/2015,,0.01,0.06,0.52,37,0.18,4.2,0.98,0.12,,0.03,0.02,8.12,0.32,2.03,5.94,4.08,1.82,1.99,0.02,2.74,1.3,0.17,0.05,0.11,0.34,0.04,0.91,0.17,17.13,0.03,5.4,0.03,0.32,32.89,7.4,0.12,5.5,,,,
24/08/2015,,0.01,0.05,0.52,37,0.18,4.2,0.98,0.12,,0.03,0.02,8.12,0.33,2.03,5.95,4.07,1.82,1.99,0.02,2.74,1.31,0.16,0.05,0.11,0.34,0.04,0.91,0.17,17.05,0.03,5.4,0.03,0.32,32.89,7.4,0.12,5.5,,,,
25/08/2015,,0.01,0.05,0.52,37,0.18,4.17,0.97,0.12,,0.03,0.02,8.12,0.33,2.03,5.94,4.05,1.85,1.99,0.02,2.34,1.31,0.16,0.05,0.11,0.34,0.04,0.91,0.16,17.04,0.03,5.4,0.03,0.32,32.89,7.4,0.12,5.5,,,,
26/08/2015,,0.01,0.05,0.52,37,0.18,4.16,0.95,0.12,,0.03,0.02,8.12,0.33,2.03,5.94,4.03,1.86,1.99,0.02,2.34,1.31,0.16,0.05,0.11,0.34,0.04,0.91,0.15,17,0.03,5.4,0.03,0.32,32.89,7.4,0.11,5.5,,,,
27/08/2015,,0.01,0.04,0.52,37,0.18,4.16,0.95,0.12,,0.03,0.02,8.03,0.33,2.03,5.95,4.03,1.9,1.99,0.02,2.34,1.31,0.16,0.05,0.11,0.34,0.04,0.9,0.15,17,0.03,5.4,0.03,0.32,32.89,7.4,0.11,5.5,,,,
28/08/2015,,0.01,0.04,0.52,37,0.18,4.16,0.95,0.12,,0.03,0.02,8.05,0.34,2.2,5.95,4.03,1.9,1.99,0.02,2.34,1.31,0.16,0.05,0.11,0.34,0.04,0.9,0.15,16.98,0.03,5.4,0.03,0.32,32.89,7.4,0.1,5.5,,,,
31/08/2015,,0.01,0.04,0.52,37,0.18,4.16,0.95,0.12,,0.03,0.02,8.04,0.34,2.2,5.98,4.03,1.9,1.99,0.02,2.34,1.31,0.16,0.05,0.1,0.34,0.04,0.9,0.15,16.98,0.03,5.4,0.03,0.32,32.89,7.41,0.1,5.5,,,,
01/09/2015,,0.01,0.04,0.52,37,0.18,4.16,0.95,0.12,,0.03,0.02,8.04,0.34,2.2,5.98,4.03,1.88,1.99,0.02,2.34,1.31,0.16,0.05,0.1,0.34,0.04,0.9,0.15,16.91,0.03,5.4,0.03,0.32,32.89,7.41,0.1,5.5,,,,
